Code site;Adresse;Arrondissement;Opérateur;Type;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;se_anno_cad_data;geo_shape;geo_point_2d
75120_076_01;63 Bis rue d avron;75120;FREE MOBILE;3G/4G/5G;29/09/2022;29/09/2022;04/11/2022;;;"{""coordinates"": [2.4032070004695885, 48.85227899980844], ""type"": ""Point""}";48.85227899980844, 2.4032070004695885
756041;64 Rue michel ange;75016;SFR;2G/3G/4G/5G;01/02/2022;;;;;"{""coordinates"": [2.259819000541987, 48.84291000017784], ""type"": ""Point""}";48.84291000017784, 2.259819000541987
75114_002_01;64 Rue de la sante;75014;FREE MOBILE;3G/4G/5G;19/04/2012;22/01/2015;15/11/2023;;;"{""coordinates"": [2.341172733737802, 48.83061813015587], ""type"": ""Point""}";48.83061813015587, 2.341172733737802
7510051442;65 Rue mademoiselle;75015;SFR;3G/4G/5G;18/04/2024;;;;;"{""coordinates"": [2.299376728837648, 48.843668146794315], ""type"": ""Point""}";48.843668146794315, 2.299376728837648
00025148U5;65 Avenue secrétan;75019;ORANGE;3G/4G/5G;26/02/2018;22/01/2018;15/01/2021;;;"{""coordinates"": [2.376220499677952, 48.88003499997433], ""type"": ""Point""}";48.88003499997433, 2.376220499677952
00000225U8;66 Rue pouchet;75017;ORANGE;3G/4G/5G;07/06/2011;27/05/2013;15/02/2021;;;"{""coordinates"": [2.321801999533232, 48.895559999930946], ""type"": ""Point""}";48.895559999930946, 2.321801999533232
750341;66 Rue de rochechouart;75009;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3466780002694754, 48.881241000357484], ""type"": ""Point""}";48.881241000357484, 2.3466780002694754
T40485;66 Rue petit;75019;BOUYGUES;;29/12/2021;;;;;"{""coordinates"": [2.38671450036444, 48.8855790001772], ""type"": ""Point""}";48.8855790001772, 2.38671450036444
757556;69 Avenue secrétan;75019;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3764814996174124, 48.87991799968851], ""type"": ""Point""}";48.87991799968851, 2.3764814996174124
T35660;7 Avenue de la porte d'ivry;75013;BOUYGUES;;12/09/2024;;;;;"{""coordinates"": [2.3723037360677988, 48.81981811823835], ""type"": ""Point""}";48.81981811823835, 2.3723037360677988
75118_006_04;7 Avenue de la porte d aubervilliers;75018;FREE MOBILE;3G/4G/5G;21/06/2016;17/06/2016;29/04/2022;;;"{""coordinates"": [2.3700420001456814, 48.89967299998144], ""type"": ""Point""}";48.89967299998144, 2.3700420001456814
T10639;7 Rue debelleyme;75003;BOUYGUES;;06/03/1997;;;;;"{""coordinates"": [2.3637015001763686, 48.8606849996097], ""type"": ""Point""}";48.8606849996097, 2.3637015001763686
T10028;7 Rue elie faure;75012;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.415577499970737, 48.84583499971421], ""type"": ""Point""}";48.84583499971421, 2.415577499970737
75116_042_01;7 Rue raynouard;75016;FREE MOBILE;3G/4G/5G;16/09/2016;15/09/2016;02/05/2024;;;"{""coordinates"": [2.2843034996522587, 48.858029999985426], ""type"": ""Point""}";48.858029999985426, 2.2843034996522587
75114_015_02;70 Rue des plantes;75014;FREE MOBILE;3G/4G/5G;21/03/2014;20/03/2014;;;;"{""coordinates"": [2.319174000487697, 48.82588200023459], ""type"": ""Point""}";48.82588200023459, 2.319174000487697
T35911;74 Boulevard de strasbourg;75010;BOUYGUES;;13/08/2019;;;;;"{""coordinates"": [2.3582502817584627, 48.875645122347315], ""type"": ""Point""}";48.875645122347315, 2.3582502817584627
75117_010_36;75 Avenue de wagram;75117;FREE MOBILE;3G/4G/5G;07/10/2022;07/10/2022;08/12/2022;;;"{""coordinates"": [2.298865500122842, 48.879378000043744], ""type"": ""Point""}";48.879378000043744, 2.298865500122842
T15153;89 Boulevard sébastopol;75002;BOUYGUES;;19/03/2010;;;;;"{""coordinates"": [2.351650500087236, 48.86507700008945], ""type"": ""Point""}";48.86507700008945, 2.351650500087236
00007556U5;9-11 Place lachambeaudie;75012;ORANGE;3G/4G/5G;10/02/2011;27/08/2013;15/02/2024;;;"{""coordinates"": [2.38706999988793, 48.836511000209], ""type"": ""Point""}";48.836511000209, 2.38706999988793
75111_057_12;94 Rue de montreuil;75011;FREE MOBILE;3G/4G/5G;10/06/2019;10/06/2019;;;;"{""coordinates"": [2.3953500004698687, 48.85071300029649], ""type"": ""Point""}";48.85071300029649, 2.3953500004698687
750057;97 Rue de crimee;75019;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3838479998379056, 48.884219999677896], ""type"": ""Point""}";48.884219999677896, 2.3838479998379056
T10952;Rue raffet;75116;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.2641884560840406, 48.85190212759891], ""type"": ""Point""}";48.85190212759891, 2.2641884560840406
751344;27 Avenue stephen pichon;75013;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3590215002125796, 48.83256900017196], ""type"": ""Point""}";48.83256900017196, 2.3590215002125796
75101_039_05;27 Rue du pont neuf;75001;FREE MOBILE;3G/4G/5G;03/04/2023;03/04/2023;04/05/2023;;;"{""coordinates"": [2.344481999409952, 48.86075699989667], ""type"": ""Point""}";48.86075699989667, 2.344481999409952
00000062U7;27-29 Rue de l'abbé groult;75015;ORANGE;3G/4G/5G;22/04/2013;15/01/2014;11/12/2023;;;"{""coordinates"": [2.294923500228168, 48.841685999913125], ""type"": ""Point""}";48.841685999913125, 2.294923500228168
75115_090_05;27-29 Rue miollis;75015;FREE MOBILE;3G/4G/5G;05/09/2023;05/09/2023;16/11/2023;;;"{""coordinates"": [2.3028390003158457, 48.84546599965661], ""type"": ""Point""}";48.84546599965661, 2.3028390003158457
T10577;28 Boulevard poissonniere;75009;BOUYGUES;;31/05/1996;;;;;"{""coordinates"": [2.344382999586011, 48.8714489998893], ""type"": ""Point""}";48.8714489998893, 2.344382999586011
7510058016;29 Rue custine;75018;SFR;3G/4G/5G;13/12/2024;;;;;"{""coordinates"": [2.3456069997393665, 48.88895400024609], ""type"": ""Point""}";48.88895400024609, 2.3456069997393665
T10975;29 Rue jean jacques rousseau;75001;BOUYGUES;;15/03/2000;;;;;"{""coordinates"": [2.341366264129501, 48.86302712935651], ""type"": ""Point""}";48.86302712935651, 2.341366264129501
00000451U7;3 Boulevard suchet;75016;ORANGE;3G/4G;25/04/2013;30/10/2013;;;;"{""coordinates"": [2.2671342326492656, 48.86076815952279], ""type"": ""Point""}";48.86076815952279, 2.2671342326492656
750042;3 Rue caulaincourt;75018;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.3300217794326636, 48.885068133935036], ""type"": ""Point""}";48.885068133935036, 2.3300217794326636
75113_031_01;30 Rue nationale;75013;FREE MOBILE;3G/4G/5G;24/09/2013;25/09/2013;04/01/2022;;;"{""coordinates"": [2.3682825003254058, 48.82390200044292], ""type"": ""Point""}";48.82390200044292, 2.3682825003254058
T16720;31 B boulevard diderot;75012;BOUYGUES;;01/08/2016;;;;;"{""coordinates"": [2.3760657620985453, 48.846296115538294], ""type"": ""Point""}";48.846296115538294, 2.3760657620985453
75102_024_01;32 Avenue de l’opéra;75102;FREE MOBILE;3G/4G/5G;21/03/2024;21/03/2024;05/04/2024;;;"{""coordinates"": [2.333576765628892, 48.86834613282325], ""type"": ""Point""}";48.86834613282325, 2.333576765628892
00000212U8;33 Rue rodier;75009;ORANGE;3G/4G;03/07/2013;28/06/2016;;;;"{""coordinates"": [2.343222000198464, 48.879368999657004], ""type"": ""Point""}";48.879368999657004, 2.343222000198464
75118_031_05;34 Rue hermel;75018;FREE MOBILE;3G/4G/5G;01/09/2017;01/09/2017;05/06/2024;;;"{""coordinates"": [2.345314499980985, 48.892805999679666], ""type"": ""Point""}";48.892805999679666, 2.345314499980985
00015578U5;34 Rue de tocqueville;75017;ORANGE;3G/4G;05/06/2014;28/05/2014;;;;"{""coordinates"": [2.3125139998046578, 48.88354499956934], ""type"": ""Point""}";48.88354499956934, 2.3125139998046578
75114_009_01;35 Boulevard brune;75014;FREE MOBILE;3G/4G/5G;28/11/2012;27/12/2013;;;;"{""coordinates"": [2.308540500180772, 48.827195999997834], ""type"": ""Point""}";48.827195999997834, 2.308540500180772
00000044U8;35-37 Rue fessart;75019;ORANGE;3G/4G/5G;30/05/2011;12/08/2013;27/08/2021;;;"{""coordinates"": [2.385018000255725, 48.876696000017574], ""type"": ""Point""}";48.876696000017574, 2.385018000255725
T15638;38 Rue godot de mauroy;75009;BOUYGUES;;11/03/2014;;;;;"{""coordinates"": [2.327629499638251, 48.872627999809104], ""type"": ""Point""}";48.872627999809104, 2.327629499638251
T16769;40 Boulevard haussmann;75009;BOUYGUES;;22/12/2022;;;;;"{""coordinates"": [2.332435500161669, 48.87319500041389], ""type"": ""Point""}";48.87319500041389, 2.332435500161669
750286;42 Rue de dantzig;75015;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.298051000213232, 48.83304600028639], ""type"": ""Point""}";48.83304600028639, 2.298051000213232
00000081U7;44-46 Boulevard de grenelle;75015;ORANGE;3G/4G/5G;28/11/2012;29/08/2013;23/08/2022;;;"{""coordinates"": [2.2913667336547303, 48.8515881497453], ""type"": ""Point""}";48.8515881497453, 2.2913667336547303
750055;46 Avenue jean moulin;75014;SFR;2G/3G/4G/5G;12/10/2021;;;;;"{""coordinates"": [2.3225985001736316, 48.8261160003147], ""type"": ""Point""}";48.8261160003147, 2.3225985001736316
750290;57 Rue emeriau;75015;SFR;2G/3G/4G;07/04/2021;;;;;"{""coordinates"": [2.2849245004717424, 48.84827399999079], ""type"": ""Point""}";48.84827399999079, 2.2849245004717424
T41792;15-17 Rue d'ulm;75005;BOUYGUES;;30/06/2022;;;;;"{""coordinates"": [2.3451327474424093, 48.843902128123794], ""type"": ""Point""}";48.843902128123794, 2.3451327474424093
T10635;152 Boulevard diderot;75012;BOUYGUES;;31/05/1996;;;;;"{""coordinates"": [2.390944500645473, 48.84766200037435], ""type"": ""Point""}";48.84766200037435, 2.390944500645473
00080168U8;15b Boulevard st denis;75002;ORANGE;3G/4G/5G;11/12/2014;29/01/2015;31/10/2022;;;"{""coordinates"": [2.3535495003025577, 48.86930699972834], ""type"": ""Point""}";48.86930699972834, 2.3535495003025577
75110_051_01;16 Place de la république;75010;FREE MOBILE;3G/4G/5G;20/10/2021;20/10/2021;26/10/2021;;;"{""coordinates"": [2.3623110000133325, 48.86820899963172], ""type"": ""Point""}";48.86820899963172, 2.3623110000133325
753514;16 Rue crespin du gast;75011;SFR;2G/3G/4G/5G;27/12/2022;;;;;"{""coordinates"": [2.382119999743846, 48.86532899956337], ""type"": ""Point""}";48.86532899956337, 2.382119999743846
T15896;16 Rue du septième art;75019;BOUYGUES;;26/07/2000;;;;;"{""coordinates"": [2.3866064994773293, 48.87824399993474], ""type"": ""Point""}";48.87824399993474, 2.3866064994773293
75117_110_01;164 Rue de saussure;75017;FREE MOBILE;3G/4G/5G;25/10/2024;25/10/2024;21/11/2024;;;"{""coordinates"": [2.3050035004633673, 48.89016000012668], ""type"": ""Point""}";48.89016000012668, 2.3050035004633673
00000227U8;17 Faubourg poissonnières;75010;ORANGE;3G/4G/5G;18/12/2012;26/09/2013;04/04/2019;;;"{""coordinates"": [2.3507279994986034, 48.88686599969988], ""type"": ""Point""}";48.88686599969988, 2.3507279994986034
75119_069_01;17 Rue de crimée;75019;FREE MOBILE;3G/4G/5G;18/12/2020;18/12/2020;19/03/2021;;;"{""coordinates"": [2.3916330004142603, 48.87759599964933], ""type"": ""Point""}";48.87759599964933, 2.3916330004142603
T10694;1-7 Avenue de la porte de choisy;75013;BOUYGUES;;19/01/2000;;;;;"{""coordinates"": [2.3660847314967612, 48.81808112046729], ""type"": ""Point""}";48.81808112046729, 2.3660847314967612
7510052025;181 Avenue victor hugo;75016;SFR;3G/4G/5G;12/12/2023;;;;;"{""coordinates"": [2.276590500030155, 48.86582399979273], ""type"": ""Point""}";48.86582399979273, 2.276590500030155
T10562;10-12 rue jean baptiste pigalle;75009;BOUYGUES;;12/12/1996;;;;;"{""coordinates"": [2.3328567738283423, 48.878588132573796], ""type"": ""Point""}";48.878588132573796, 2.3328567738283423
00024318U3;10 Rue pierre larousse;75014;ORANGE;3G/4G/5G;05/05/2015;30/04/2015;24/01/2023;;;"{""coordinates"": [2.3152302212064746, 48.82847614075001], ""type"": ""Point""}";48.82847614075001, 2.3152302212064746
T15788;10 Rue de la pierre levee;75011;BOUYGUES;;25/07/2001;;;;;"{""coordinates"": [2.3706314999779217, 48.86727299981272], ""type"": ""Point""}";48.86727299981272, 2.3706314999779217
7510052027;103 Rue de charenton;75012;SFR;3G/4G/5G;06/02/2024;;;;;"{""coordinates"": [2.377845000089024, 48.84733800032663], ""type"": ""Point""}";48.84733800032663, 2.377845000089024
75113_029_01;104 Rue château des rentiers;75013;FREE MOBILE;3G/4G/5G;11/02/2014;11/02/2014;01/09/2021;;;"{""coordinates"": [2.367781242014622, 48.828080119342594], ""type"": ""Point""}";48.828080119342594, 2.367781242014622
00000213U8;11 Rue d'anjou;75008;ORANGE;3G/4G/5G;04/05/2012;16/10/2012;12/11/2020;;;"{""coordinates"": [2.3207985006075624, 48.86999099984137], ""type"": ""Point""}";48.86999099984137, 2.3207985006075624
7510052119;11 Rue ampere;75017;SFR;3G/4G/5G;31/10/2024;;;;;"{""coordinates"": [2.3057280000751974, 48.885101999929745], ""type"": ""Point""}";48.885101999929745, 2.3057280000751974
75120_036_01;11 Rue de noisy le sec;75020;FREE MOBILE;3G/4G/5G;10/12/2014;10/12/2014;27/06/2024;;;"{""coordinates"": [2.413071000598989, 48.873033000149675], ""type"": ""Point""}";48.873033000149675, 2.413071000598989
00021927U5;11 Rue forest;75018;ORANGE;3G/4G/5G;12/06/2014;12/06/2014;11/07/2019;;;"{""coordinates"": [2.3291729997067745, 48.88546200041933], ""type"": ""Point""}";48.88546200041933, 2.3291729997067745
T36380;11 Rue montgallet;75012;BOUYGUES;;02/07/2024;;;;;"{""coordinates"": [2.386755000670959, 48.843125999574546], ""type"": ""Point""}";48.843125999574546, 2.386755000670959
00030975U3;110 Rue saint dominique;75007;ORANGE;3G/4G/5G;;15/09/2017;31/10/2022;;;"{""coordinates"": [2.3024429999639366, 48.85856100018927], ""type"": ""Point""}";48.85856100018927, 2.3024429999639366
75111_005_07;110 Rue jean-pierre timbaud;75011;FREE MOBILE;3G/4G/5G;23/12/2014;23/12/2014;16/07/2024;;;"{""coordinates"": [2.3795009994439, 48.86827200004578], ""type"": ""Point""}";48.86827200004578, 2.3795009994439
T96552;112 Rue du faubourg saint-honoré;75008;BOUYGUES;;10/10/2018;;;;;"{""coordinates"": [2.3147237935634224, 48.871701563785976], ""type"": ""Point""}";48.871701563785976, 2.3147237935634224
00022907U5;12 Rue duphot;75001;ORANGE;3G/4G/5G;09/08/2011;20/12/2018;01/02/2023;;;"{""coordinates"": [2.3256944998491416, 48.86823599967671], ""type"": ""Point""}";48.86823599967671, 2.3256944998491416
T19495;12 Rue de rocroy;75010;BOUYGUES;;15/12/2021;;;;;"{""coordinates"": [2.35095299956975, 48.87968399994789], ""type"": ""Point""}";48.87968399994789, 2.35095299956975
T15839;12 Rue haxo;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.4051105002514874, 48.87028800030427], ""type"": ""Point""}";48.87028800030427, 2.4051105002514874
75112_003_01;12-14 Boulevard De picpus;75012;FREE MOBILE;3G/4G/5G;30/12/2013;30/12/2013;15/02/2022;;;"{""coordinates"": [2.400740999497418, 48.84004800011025], ""type"": ""Point""}";48.84004800011025, 2.400740999497418
T35918;127 Rue du faubourg st honoré;75008;BOUYGUES;;23/12/2019;;;;;"{""coordinates"": [2.3094225001196866, 48.87326699998623], ""type"": ""Point""}";48.87326699998623, 2.3094225001196866
00000086U8;13 Rue maryse hilsz;75020;ORANGE;3G/4G/5G;03/02/2012;06/05/2013;01/02/2024;;;"{""coordinates"": [2.4126974999040427, 48.850190999583006], ""type"": ""Point""}";48.850190999583006, 2.4126974999040427
751121;13 Avenue boudon;75016;SFR;2G/3G/4G/5G;28/05/2021;;;;;"{""coordinates"": [2.2697549999082174, 48.84933599979097], ""type"": ""Point""}";48.84933599979097, 2.2697549999082174
T10928;1-3 Avenue de la porte de brancion;75015;BOUYGUES;;30/07/2015;;;;;"{""coordinates"": [2.301281999763682, 48.827447999932794], ""type"": ""Point""}";48.827447999932794, 2.301281999763682
753612;133 Rue falguiere;75015;SFR;2G/3G/4G/5G;18/06/2021;;;;;"{""coordinates"": [2.3108022271076174, 48.83692714184911], ""type"": ""Point""}";48.83692714184911, 2.3108022271076174
00034916U5;133 B rue falguière;75015;ORANGE;3G/4G/5G;;23/11/2023;23/11/2023;;;"{""coordinates"": [2.310754499380348, 48.83690699973354], ""type"": ""Point""}";48.83690699973354, 2.310754499380348
75111_014_03;135 Boulevard de menilmontant;75011;FREE MOBILE;3G/4G/5G;08/01/2013;28/11/2013;;;;"{""coordinates"": [2.3830514994091314, 48.86647199986365], ""type"": ""Point""}";48.86647199986365, 2.3830514994091314
75105_001_02;14 Rue soufflot;75005;FREE MOBILE;3G/4G/5G;12/03/2014;12/03/2014;21/08/2024;;;"{""coordinates"": [2.3430690006593706, 48.847014000063574], ""type"": ""Point""}";48.847014000063574, 2.3430690006593706
00000072U5;140 Avenue de flandre;75019;ORANGE;3G/4G/5G;10/08/2011;30/04/2019;19/08/2022;;;"{""coordinates"": [2.380742999413564, 48.89338200004295], ""type"": ""Point""}";48.89338200004295, 2.380742999413564
757247;15 Rue d'amsterdam;75008;SFR;2G/3G/4G/5G;12/10/2022;;;;;"{""coordinates"": [2.3268492701341765, 48.876797135133835], ""type"": ""Point""}";48.876797135133835, 2.3268492701341765
75119_090_01;1-5 Rue de l'argonne;75019;FREE MOBILE;3G/4G/5G;08/08/2024;08/08/2024;21/08/2024;;;"{""coordinates"": [2.3848784994639622, 48.892562999976626], ""type"": ""Point""}";48.892562999976626, 2.3848784994639622
75107_011_01;16 Rue jean rey;75015;FREE MOBILE;3G/4G/5G;13/03/2012;20/11/2013;15/03/2023;;;"{""coordinates"": [2.291872499937868, 48.855329999658515], ""type"": ""Point""}";48.855329999658515, 2.291872499937868
T10124;16 Rue modigliani;75015;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.2795739997270683, 48.83843699970956], ""type"": ""Point""}";48.83843699970956, 2.2795739997270683
00015050U5;18-22 Rue philibert delorme;75017;ORANGE;3G/4G/5G;30/04/2014;29/04/2014;24/01/2023;;;"{""coordinates"": [2.3031342726718247, 48.88892014466922], ""type"": ""Point""}";48.88892014466922, 2.3031342726718247
75109_011_06;19 Rue tronchet;75008;FREE MOBILE;3G/4G/5G;14/09/2017;14/09/2017;13/04/2023;;;"{""coordinates"": [2.3258519997274147, 48.87223199969635], ""type"": ""Point""}";48.87223199969635, 2.3258519997274147
T10905;2 Place marcel aymé;75018;BOUYGUES;;25/05/1998;;;;;"{""coordinates"": [2.337880500004325, 48.88766700030467], ""type"": ""Point""}";48.88766700030467, 2.337880500004325
750318;2 Rue du general niessel;75020;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.4091200001246675, 48.84772499963579], ""type"": ""Point""}";48.84772499963579, 2.4091200001246675
75118_002_03;2 Rue raymond queneau;75018;FREE MOBILE;3G/4G/5G;13/04/2015;13/04/2015;31/05/2022;;;"{""coordinates"": [2.362013999526699, 48.89543400035602], ""type"": ""Point""}";48.89543400035602, 2.362013999526699
75115_067_14;20 Bis Avenue lowendal;75015;FREE MOBILE;3G/4G/5G;17/07/2020;17/07/2020;19/03/2021;;;"{""coordinates"": [2.3026950006110942, 48.848948999883355], ""type"": ""Point""}";48.848948999883355, 2.3026950006110942
751253;20 Rue etienne dolet;75020;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3844897844087587, 48.86777911201881], ""type"": ""Point""}";48.86777911201881, 2.3844897844087587
75115_029_02;21 Rue des 4 freres peignot;75015;FREE MOBILE;3G/4G/5G;13/07/2015;13/07/2015;30/06/2022;;;"{""coordinates"": [2.282719499868219, 48.845681999745615], ""type"": ""Point""}";48.845681999745615, 2.282719499868219
75113_021_02;22 Rue de l'interne loeb;75013;FREE MOBILE;3G/4G/5G;12/07/2013;02/12/2013;07/04/2022;;;"{""coordinates"": [2.3539229998723825, 48.82192199991342], ""type"": ""Point""}";48.82192199991342, 2.3539229998723825
750309;223 Rue des pyrenees;75020;SFR;2G/3G/4G/5G;15/04/2022;;;;;"{""coordinates"": [2.399584500208124, 48.863196000419265], ""type"": ""Point""}";48.863196000419265, 2.399584500208124
T15821;23 Rue jean maridor;75015;BOUYGUES;;11/10/2000;;;;;"{""coordinates"": [2.286773999323236, 48.83876099997757], ""type"": ""Point""}";48.83876099997757, 2.286773999323236
T10695;24-26 rue tolbiac;75013;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.373685244413578, 48.82901611711957], ""type"": ""Point""}";48.82901611711957, 2.373685244413578
00000053U7;253 Boulevard raspail;75014;ORANGE;3G/4G/5G;20/05/2011;25/09/2013;30/06/2021;;;"{""coordinates"": [2.3313807371376707, 48.83810613349889], ""type"": ""Point""}";48.83810613349889, 2.3313807371376707
T15398;50 Rue etienne marcel;75002;BOUYGUES;;14/08/2015;;;;;"{""coordinates"": [2.3424777663290706, 48.8655741288688], ""type"": ""Point""}";48.8655741288688, 2.3424777663290706
75113_027_01;54 Rue vergniaud;75013;FREE MOBILE;3G/4G/5G;27/06/2013;29/11/2013;03/02/2022;;;"{""coordinates"": [2.3449859998720686, 48.825630000137416], ""type"": ""Point""}";48.825630000137416, 2.3449859998720686
75116_143_02;55-57 Avenue raymond poincaré;75016;FREE MOBILE;3G/4G/5G;26/04/2024;26/04/2024;28/05/2024;;;"{""coordinates"": [2.2858182455281852, 48.867302151312764], ""type"": ""Point""}";48.867302151312764, 2.2858182455281852
75116_035_01;56 Rue mandel;75016;FREE MOBILE;3G/4G/5G;24/01/2014;24/01/2014;15/03/2022;;;"{""coordinates"": [2.2780575004042416, 48.864167999640806], ""type"": ""Point""}";48.864167999640806, 2.2780575004042416
00000013U7;57 Rue de clisson;75013;ORANGE;3G/4G/5G;11/12/2012;12/06/2013;03/07/2023;;;"{""coordinates"": [2.3661972435608107, 48.83062712040794], ""type"": ""Point""}";48.83062712040794, 2.3661972435608107
751113;59 Rue de turbigo;75003;SFR;3G/4G/5G;26/12/2023;;;;;"{""coordinates"": [2.3571135005016646, 48.86579700023354], ""type"": ""Point""}";48.86579700023354, 2.3571135005016646
7510052008;60 Boulevard mortier;75020;SFR;3G/4G/5G;27/12/2024;;;;;"{""coordinates"": [2.409268500442199, 48.86816400044352], ""type"": ""Point""}";48.86816400044352, 2.409268500442199
T10696;62 Rue richelieu;75002;BOUYGUES;;27/12/2000;;;;;"{""coordinates"": [2.3384564994770636, 48.868560000384015], ""type"": ""Point""}";48.868560000384015, 2.3384564994770636
75113_060_06;62-86 allée de bercy;75012;FREE MOBILE;3G/4G/5G;12/08/2020;12/08/2020;01/12/2022;;;"{""coordinates"": [2.3747427589430026, 48.84338011614227], ""type"": ""Point""}";48.84338011614227, 2.3747427589430026
75112_063_02;67 Rue des meuniers;75012;FREE MOBILE;3G/4G/5G;12/12/2018;07/01/2019;;;;"{""coordinates"": [2.393253000208445, 48.83629499978029], ""type"": ""Point""}";48.83629499978029, 2.393253000208445
751280;68 Rue de mouzaia;75019;SFR;2G/3G/4G/5G;14/10/2021;;;;;"{""coordinates"": [2.398576500116456, 48.87991799969431], ""type"": ""Point""}";48.87991799969431, 2.398576500116456
T10931;69 Rue riquet;75018;BOUYGUES;;24/11/1997;;;;;"{""coordinates"": [2.3625522956389653, 48.88983812073354], ""type"": ""Point""}";48.88983812073354, 2.3625522956389653
75115_016_01;7 Esplanade henri de france;75015;FREE MOBILE;3G/4G/5G;06/06/2014;07/08/2014;;;;"{""coordinates"": [2.2707968834670598, 48.83896904318545], ""type"": ""Point""}";48.83896904318545, 2.2707968834670598
7510058684;72 Quai louis blériot 75016 paris;75016;SFR;3G/4G/5G;27/06/2024;;;;;"{""coordinates"": [2.2737239999927024, 48.84651899965657], ""type"": ""Point""}";48.84651899965657, 2.2737239999927024
T10963;76 Rue de meaux;75019;BOUYGUES;;04/10/2013;;;;;"{""coordinates"": [2.377664999567257, 48.88368899976157], ""type"": ""Point""}";48.88368899976157, 2.377664999567257
75115_130_01;7-9 Rue villa mistral;75015;FREE MOBILE;3G/4G/5G;30/11/2023;30/11/2023;;;;"{""coordinates"": [2.28611249957927, 48.83859900008925], ""type"": ""Point""}";48.83859900008925, 2.28611249957927
T16774;86 Rue de la tour;75116;BOUYGUES;;18/02/2015;;;;;"{""coordinates"": [2.2788449998141953, 48.86156699983152], ""type"": ""Point""}";48.86156699983152, 2.2788449998141953
751314;88 Boulevard auguste blanqui;75013;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.34558900027561, 48.83091300006514], ""type"": ""Point""}";48.83091300006514, 2.34558900027561
T10970;9 Avenue de matignon - 14 rue jean mermoz;75008;BOUYGUES;;17/09/1999;;;;;"{""coordinates"": [2.311794000668861, 48.87007199984347], ""type"": ""Point""}";48.87007199984347, 2.311794000668861
75114_062_01;9 Rue desprez;75114;FREE MOBILE;3G/4G/5G;31/05/2022;30/05/2022;28/06/2022;;;"{""coordinates"": [2.315533500297059, 48.834836999961205], ""type"": ""Point""}";48.834836999961205, 2.315533500297059
T16798;9 Terue rue boulainvilliers;75116;BOUYGUES;;05/10/2016;;;;;"{""coordinates"": [2.2769820004979193, 48.851990999729594], ""type"": ""Point""}";48.851990999729594, 2.2769820004979193
T16793;97-99 rue de la saussure;75017;BOUYGUES;;05/06/2015;;;;;"{""coordinates"": [2.3118597749788603, 48.88736314038014], ""type"": ""Point""}";48.88736314038014, 2.3118597749788603
T41863;Allée le vau;75013;BOUYGUES;;01/08/2024;;;;;"{""coordinates"": [2.36554036783748, 48.836508015094324], ""type"": ""Point""}";48.836508015094324, 2.36554036783748
75116_145_02;Route de suresne;75016;FREE MOBILE;3G/4G/5G;25/07/2024;25/07/2024;;;;"{""coordinates"": [2.2507614993468934, 48.8640162119285], ""type"": ""Point""}";48.8640162119285, 2.2507614993468934
7510059563;Rue suzanne lenglen;75016;SFR;3G/4G/5G;18/07/2023;;;;;"{""coordinates"": [2.2484486812373303, 48.84716722085526], ""type"": ""Point""}";48.84716722085526, 2.2484486812373303
753579;27 Boulevard poniatowski;75012;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.399177758113453, 48.832544106581665], ""type"": ""Point""}";48.832544106581665, 2.399177758113453
750068;27 Rue saint fargeau;75020;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.4019272948364296, 48.87172110541838], ""type"": ""Point""}";48.87172110541838, 2.4019272948364296
75112_021_01;28 Bis rue de chaligny;75012;FREE MOBILE;3G/4G/5G;22/05/2012;03/02/2015;08/04/2024;;;"{""coordinates"": [2.3841522659501346, 48.84792511296652], ""type"": ""Point""}";48.84792511296652, 2.3841522659501346
T16787;28 Rue de chaligny;75012;BOUYGUES;;03/08/2015;;;;;"{""coordinates"": [2.3841044998213876, 48.84790500032483], ""type"": ""Point""}";48.84790500032483, 2.3841044998213876
751203;289 Rue lecourbe;75015;SFR;2G/3G/4G;19/03/2021;;;;;"{""coordinates"": [2.287840500624895, 48.83795100039254], ""type"": ""Point""}";48.83795100039254, 2.287840500624895
